word1;word1 definitions;word2;word2 definitions;word1 sound; word2 sound
nubpje;['заупрямиться'];tubpje;[];n;t
nuul'l';['нуль м'];nuurr;['тж. сказ. молодой, молод'];l'l';rr
nuul'l';['нуль м'];nuur'r';['верёвка'];l'l';r'r'
nuul'l';['нуль м'];suul'l';['соль ж'];n;s
nuulle;['распускать / распустить (вязаную вещь)', 'расплетать / расплести, разматывать / размотать что', 'развязывать / развязать (воз)', 'распелёнывать / распеленать кого-что'];nelle;['спускать / спустить (чулки, брюки и т. п.)'];uu;e
nuullje;['распускаться / распуститься (о вязаной вещи)', 'разматываться / размотаться', 'расплетаться / расплестись (напр. о косах)', 'распелёнываться / распеленаться (о ребёнке)'];nuullle;['то же, что [b]нӯлсэ'];j;l
nuullje;['распускаться / распуститься (о вязаной вещи)', 'разматываться / размотаться', 'расплетаться / расплестись (напр. о косах)', 'распелёнываться / распеленаться (о ребёнке)'];ɲ'uullje;['страд. к [b]нюаллэ'];n;ɲ'
nuullle;['то же, что [b]нӯлсэ'];nellle;['однокр. спустить (чулки, брюки и т. п.)'];uu;e
nuulse;['распустить, расплести, развязать, размотать что (быстро)', 'распеленать (ребёнка - быстро)'];nuulxe;[];s;x
nuulse;['распустить, расплести, развязать, размотать что (быстро)', 'распеленать (ребёнка - быстро)'];nuutse;['половить рыбу неводом (недолго)'];l;t
nuulxe;[];suulxe;['подозревать кого-л. в воровстве'];n;s
nuurr;['тж. сказ. молодой, молод'];nuur'r';['верёвка'];rr;r'r'
nuurr;['тж. сказ. молодой, молод'];šuurr;['тж. сказ. большой', 'крупный, огромный', 'громадный'];n;š
nuur'r';['верёвка'];puur'r';['добро'];n;p
nuur'r';['верёвка'];suur'r';['развилина (на дереве)'];n;s
nuutne;['ловить рыбу неводом (постоянно', 'иногда, бывало)'];nuutse;['половить рыбу неводом (недолго)'];n;s
nɨdt;['. так, таким образом', 'так, без последствий, даром', 'так, без особых намерений', 'так, до такой степени, настолько', 'так, ничего, ничего особенного'];needt;['ручка, рукоятка'];ɨ;ee
nɨdt;['. так, таким образом', 'так, без последствий, даром', 'так, без особых намерений', 'так, до такой степени, настолько', 'так, ничего, ничего особенного'];rɨdt;['дорога у подножия горы'];n;r
nɨdt;['. так, таким образом', 'так, без последствий, даром', 'так, без особых намерений', 'так, до такой степени, настолько', 'так, ничего, ничего особенного'];rɨdt;['дорога у подножия горы'];n;r
nɨjjp;['нож'];sɨjjp;['качели мн.'];n;s
needt;['ручка, рукоятка'];t'eedt;['знание', 'наука'];n;t'
nellse;['спуститься (о чулках, брюках и т. п.)'];nellle;['однокр. спустить (чулки, брюки и т. п.)'];s;l
nelne;['спускать (чулки, брюки и т. п.  - постоянно', 'иногда, бывало)'];pelne;['то же, что [b]пэлче'];n;p
neemmde;['давать / дать кому-л. имя, кличку, называть / назвать кого'];neemmje;['быть названным по имени', 'быть представленным кому'];d;j
neemmde;['давать / дать кому-л. имя, кличку, называть / назвать кого'];neemmpe;['прям., перен. волноваться'];d;p
neemmluvve;['получить имя (о новорождённом)', 'перен. стать известным'];neemmjuvve;['назваться кем-чем', 'представиться, отрекомендоваться кому'];l;j
neemmje;['быть названным по имени', 'быть представленным кому'];neemmpe;['прям., перен. волноваться'];j;p
neem'm'aj;['сказ. известный, известен'];t'eem'm'aj;['сказ.', 'тёмный, тусклый', 'тёмен, тускл', 'тёмный, смуглый, тёмен, смугл', 'перен. невежественный, невежественен'];n;t'
nempne;['прям., перен. волноваться (постоянно', 'иногда, бывало)'];nempxe;['прям., перен. волновать кого-что'];n;x
ɲ'ualle;['лизать, вылизывать / вылизать, облизывать / облизать кого-что'];ɲ'uamme;['прям., перен. ползать / ползти', 'лезть, залезать / залезть (карабкаясь)'];ll;mm
ɲ'ualle;['лизать, вылизывать / вылизать, облизывать / облизать кого-что'];ɲ'uasse;['ухудшаться / ухудшиться', 'худеть / похудеть'];ll;ss
ɲ'uallle;['то же, что [b]нюалсэ'];ɲ'uammle;['заползти, вползти (быстро)', 'залезть, влезть (быстро)'];ll;mm
ɲ'uullje;['страд. к [b]нюаллэ'];ɲ'uuvvje;['сниматься (о шкуре)'];ll;vv
ɲ'uullje;['страд. к [b]нюаллэ'];ɲ'uullse;['разрезать что-л. на полоски'];j;s
ɲ'uullje;['страд. к [b]нюаллэ'];ɲ'uussje;['ухудшиться', 'похудеть'];ll;ss
ɲ'uulne;['лизать, вылизывать, облизывать кого-что (постоянно', 'иногда, бывало)'];ɲ'uulče;[];n;č
ɲ'uulne;['лизать, вылизывать, облизывать кого-что (постоянно', 'иногда, бывало)'];ɲ'uumne;['ползать (постоянно', 'иногда, бывало)', 'лазить (постоянно', 'иногда, бывало)'];l;m
ɲ'uulne;['лизать, вылизывать, облизывать кого-что (постоянно', 'иногда, бывало)'];ɲ'uuvne;['снимать (шкуру - постоянно', 'иногда, бывало)'];l;v
ɲ'uulne;['лизать, вылизывать, облизывать кого-что (постоянно', 'иногда, бывало)'];ɲ'uuzne;['ухудшаться (постоянно', 'иногда, бывало)', 'худеть (постоянно', 'иногда, бывало)'];l;z
ɲ'uulče;[];ɲ'uumče;[];l;m
ɲ'uulče;[];ɲ'uuvče;[];l;v
ɲ'uulče;[];ɲ'uuzče;['то же, что [b]ню̄знэ'];l;z
ɲ'uamme;['прям., перен. ползать / ползти', 'лезть, залезать / залезть (карабкаясь)'];ɲ'uasse;['ухудшаться / ухудшиться', 'худеть / похудеть'];mm;ss
ɲ'uamme;['прям., перен. ползать / ползти', 'лезть, залезать / залезть (карабкаясь)'];ɲ'amme;['прям., перен. приклеивать что к чему'];ua;a
ɲ'uumne;['ползать (постоянно', 'иногда, бывало)', 'лазить (постоянно', 'иногда, бывало)'];ɲ'uumče;[];n;č
ɲ'uumne;['ползать (постоянно', 'иногда, бывало)', 'лазить (постоянно', 'иногда, бывало)'];ɲ'uuvne;['снимать (шкуру - постоянно', 'иногда, бывало)'];m;v
ɲ'uumne;['ползать (постоянно', 'иногда, бывало)', 'лазить (постоянно', 'иногда, бывало)'];ɲ'uuzne;['ухудшаться (постоянно', 'иногда, бывало)', 'худеть (постоянно', 'иногда, бывало)'];m;z
ɲ'uumče;[];ɲ'uuvče;[];m;v
ɲ'uumče;[];ɲ'uuzče;['то же, что [b]ню̄знэ'];m;z
ɲ'uuvve;['снимать / снять (шкуру)'];ɲ'aavve;['заказывать / заказать что, вызывать / вызвать кого-что (издалека, через кого-л.)'];uu;aa
ɲ'uuvvle;['то же, что [b]ню̄всэ'];ɲ'uuvvse;['сниматься'];l;s
ɲ'uuvvle;['то же, что [b]ню̄всэ'];ɲ'uuvvje;['сниматься (о шкуре)'];l;j
ɲ'uuvvse;['сниматься'];ɲ'uuvvje;['сниматься (о шкуре)'];s;j
ɲ'uuvvse;['сниматься'];ɲ'uuvse;['снять (шкуру с животного, быстро)'];vv;v
ɲ'uuvvse;['сниматься'];ɲ'uullse;['разрезать что-л. на полоски'];vv;ll
ɲ'uuvvje;['сниматься (о шкуре)'];ɲ'uussje;['ухудшиться', 'похудеть'];vv;ss
ɲ'uuvvje;['сниматься (о шкуре)'];ɲ'iivvje;[];uu;ii
ɲ'uuvne;['снимать (шкуру - постоянно', 'иногда, бывало)'];ɲ'uuvse;['снять (шкуру с животного, быстро)'];n;s
ɲ'uuvne;['снимать (шкуру - постоянно', 'иногда, бывало)'];ɲ'uuvxe;[];n;x
ɲ'uuvne;['снимать (шкуру - постоянно', 'иногда, бывало)'];ɲ'uuvče;[];n;č
ɲ'uuvne;['снимать (шкуру - постоянно', 'иногда, бывало)'];ɲ'uuzne;['ухудшаться (постоянно', 'иногда, бывало)', 'худеть (постоянно', 'иногда, бывало)'];v;z
ɲ'uuvne;['снимать (шкуру - постоянно', 'иногда, бывало)'];ɲ'iivne;['заказывать что, вызывать кого-что (издалека, через кого-л. - постоянно', 'иногда, бывало)'];uu;ii
ɲ'uuvse;['снять (шкуру с животного, быстро)'];ɲ'uuvxe;[];s;x
ɲ'uuvse;['снять (шкуру с животного, быстро)'];ɲ'uuvče;[];s;č
ɲ'uuvse;['снять (шкуру с животного, быстро)'];ɲ'uullse;['разрезать что-л. на полоски'];v;ll
ɲ'uuvxe;[];ɲ'uuvče;[];x;č
ɲ'uuvxe;[];ɲ'aavxe;['попросить (заставить) кого-л. вызвать кого или заказать что'];uu;aa
ɲ'uuvče;[];ɲ'uuzče;['то же, что [b]ню̄знэ'];v;z
ɲ'uuvče;[];ɲ'iivče;['то же, что [b]нӣвнэ'];uu;ii
ɲ'ull;['стрела', 'тех. стрела'];ɲ'un'n';['нос', 'клюв', 'носок (обуви)'];ll;n'n'
ɲ'ull;['стрела', 'тех. стрела'];pull;['поплавок (из берёсты)'];ɲ';p
ɲ'urkne;['свистеть (постоянно', 'иногда, бывало)'];ɲ'urkče;['посвистывать'];n;č
ɲ'urrkle;['однокр. свистнуть', 'посвистеть (немного)'];ɲ'urrkje;['засвистеть'];l;j
ɲ'urrkje;['засвистеть'];ɲ'ur'r'kje;['однокр. свистнуть'];rr;r'r'
ɲ'urrkje;['засвистеть'];ɲ'uččkje;['подпрыгнуть, спрыгнуть, соскочить, выпрыгнуть'];rr;čč
ɲ'urrke;['свистеть'];ɲ'uččke;['прыгать'];rr;čč
ɲ'ur'r'kje;['однокр. свистнуть'];ɲ'uččkje;['подпрыгнуть, спрыгнуть, соскочить, выпрыгнуть'];r'r';čč
ɲ'uxxč;['лебедь м'];čuxxč;['глухарь м'];ɲ';č
ɲ'uucckaj;['сказ. очень сырой, пропитанный влагой'];ɲ'uucckan;['сказ. сырой'];j;n
ɲ'uččke;['прыгать'];ruččke;['сказ. жёлтый, жёлт'];ɲ';r
ɲ'uazše;['считать кого-что-л. плохим, слабым, неважным', 'считать что-л. худым, дырявым', 'считать кого-л. худым, тощим'];puazše;['считать кого-что богатым оленями'];ɲ';p
ɲ'uasste;['ухудшить что'];ɲ'uassje;['начать ухудшаться', 'начать худеть'];t;j
ɲ'uassje;['начать ухудшаться', 'начать худеть'];ɲ'uussje;['ухудшиться', 'похудеть'];ua;uu
ɲ'uuzne;['ухудшаться (постоянно', 'иногда, бывало)', 'худеть (постоянно', 'иногда, бывало)'];ɲ'uuzče;['то же, что [b]ню̄знэ'];n;č
ɲ'uuzne;['ухудшаться (постоянно', 'иногда, бывало)', 'худеть (постоянно', 'иногда, бывало)'];ɲ'oazne;['прям., перен. хвататься, цепляться за кого-что (постоянно, иногда, бывало)'];uu;oa
ɲ'uuzne;['ухудшаться (постоянно', 'иногда, бывало)', 'худеть (постоянно', 'иногда, бывало)'];tuuzne;['светить кому (постоянно', 'иногда, бывало)'];ɲ';t
ɲ'uuzče;['то же, что [b]ню̄знэ'];ɲ'oazče;['то же, что [b]нёазнэ'];uu;oa
ɲ'uussje;['ухудшиться', 'похудеть'];tuussje;['осветиться (напр. о сцене)'];ɲ';t
ɲ'iivne;['заказывать что, вызывать кого-что (издалека, через кого-л. - постоянно', 'иногда, бывало)'];ɲ'iivče;['то же, что [b]нӣвнэ'];n;č
ɲ'iivne;['заказывать что, вызывать кого-что (издалека, через кого-л. - постоянно', 'иногда, бывало)'];t'iivne;['навещать, посещать, проведывать кого, наведываться (постоянно', 'иногда, бывало)'];ɲ';t'
ɲ'iivče;['то же, что [b]нӣвнэ'];t'iivče;['то же, что [b]тӣвнэ'];ɲ';t'
ɲ'aavxe;['попросить (заставить) кого-л. вызвать кого или заказать что'];ɲ'aaz'xe;[];v;z'
ɲ'aavxe;['попросить (заставить) кого-л. вызвать кого или заказать что'];r'aavxe;['отрыгивать / отрыгнуть, срыгивать/ срыгнуть что', 'безл. отрыгиваться / отрыгнуться'];ɲ';r'
ɲ'oazne;['прям., перен. хвататься, цепляться за кого-что (постоянно, иногда, бывало)'];ɲ'oazče;['то же, что [b]нёазнэ'];n;č
ɲ'oazne;['прям., перен. хвататься, цепляться за кого-что (постоянно, иногда, бывало)'];roazne;['брызгать что, на кого-что, чем', 'орошать что (постоянно', 'иногда, бывало)'];ɲ';r
ɲ'aadz'luvve;['то же, что [b]ня̄дзе'];čaadz'luvve;[];ɲ';č
ɲ'adte;['прикреплять / прикрепить что (нитками в отдельных местах)', 'пришивать / пришить (пуговицы)'];ɲ'adxe;[];t;x
ɲ'eedne;['прикреплять что (нитками), пришивать (пуговицы - постоянно', 'иногда, бывало)'];ɲ'eedče;['то же, что [b]не̄днэ'];n;č
ɲ'eedne;['прикреплять что (нитками), пришивать (пуговицы - постоянно', 'иногда, бывало)'];p'eedne;['тупить что (постоянно', 'иногда, бывало)'];ɲ';p'
ɲ'eedne;['прикреплять что (нитками), пришивать (пуговицы - постоянно', 'иногда, бывало)'];r'eedne;['безл. колоть, покалывать (постоянно', 'иногда, бывало)', 'перен. запрашивать (большую цену - постоянно', 'иногда, бывало)'];ɲ';r'
ɲ'eedne;['прикреплять что (нитками), пришивать (пуговицы - постоянно', 'иногда, бывало)'];reedne;['разрезать вдоль хребта (рыбу, тушу оленя - постоянно', 'иногда, бывало)'];ɲ';r
ɲ'eednedte;['прикреплять что, заниматься прикреплением чего (нитками), пришивать (пуговицы - в данный момент)'];p'eednedte;['становиться тупым, тупиться'];ɲ';p'
ɲ'eednedte;['прикреплять что, заниматься прикреплением чего (нитками), пришивать (пуговицы - в данный момент)'];r'eednedte;['торговаться, сговариваться (о цене)'];ɲ';r'
ɲ'eedtle;['то же, что [b]не̄днэ'];ɲ'eedtje;[];l;j
ɲ'eedtle;['то же, что [b]не̄днэ'];ɲ'adtle;['прикрепить что (нитками), пришить (пуговицы - быстро)'];ee;a
ɲ'eedtle;['то же, что [b]не̄днэ'];p'eedtle;[];ɲ';p'
ɲ'eedtle;['то же, что [b]не̄днэ'];r'eedtle;['однокр. безл. кольнуть'];ɲ';r'
ɲ'eedtle;['то же, что [b]не̄днэ'];reedtle;['разрезать вдоль хребта (рыбу, тушу оленя - быстро)'];ɲ';r
ɲ'eedtje;[];p'eedtje;['стать тупым, затупиться'];ɲ';p'
ɲ'eedtje;[];r'eedtje;['безл. начать колоть'];ɲ';r'
ɲ'eedtje;[];reedtje;[];ɲ';r
ɲ'eedče;['то же, что [b]не̄днэ'];p'eedče;[];ɲ';p'
ɲ'eedče;['то же, что [b]не̄днэ'];reedče;['то же, что [b]рэ̄днэ'];ɲ';r
ɲ'adxe;[];ɲ'ammxe;['прям., перен. приклеиться к кому-чему'];d;mm
ɲ'adxe;[];ɲ'amxe;['заставить (попросить) кого-л. приклеить что'];d;m
ɲ'al'l'de;['нанимать / нанять, вербовать / завербовать кого'];ɲ'ammde;['прям., перен. приклеить что к чему'];l'l';mm
ɲ'al'l'delle;['нанимать, вербовать кого (постоянно)'];ɲ'ammdelle;['прям., перен. приклеивать что к чему (постоянно)'];l'l';mm
ɲ'al'l'delne;['нанимать, вербовать кого (иногда, бывало)'];ɲ'ammdelne;['прям., перен. приклеивать что к чему (иногда, бывало)'];l'l';mm
ɲ'aal'ksahte;['подсластить что'];ɲ'aal'ksas's'te;['быть чуть-чуть сладким'];h;s's'
ɲ'ammde;['прям., перен. приклеить что к чему'];ɲ'ammse;['приклеиться'];d;s
ɲ'ammde;['прям., перен. приклеить что к чему'];ɲ'ammxe;['прям., перен. приклеиться к кому-чему'];d;x
ɲ'ammde;['прям., перен. приклеить что к чему'];ɲ'ammje;[];d;j
ɲ'ammse;['приклеиться'];ɲ'ammxe;['прям., перен. приклеиться к кому-чему'];s;x
ɲ'ammse;['приклеиться'];ɲ'ammje;[];s;j
ɲ'ammxe;['прям., перен. приклеиться к кому-чему'];ɲ'ammje;[];x;j
ɲ'ammxe;['прям., перен. приклеиться к кому-чему'];ɲ'amxe;['заставить (попросить) кого-л. приклеить что'];mm;m
ɲ'afkne;['однокр. поскользнуться'];ɲ'afkxe;['поскользнуться'];n;x
oab;['усы мн. (ед. ус м)'];oaz;[];b;z
oab;['усы мн. (ед. ус м)'];oaz;[];b;z
oazluvve;['обзавестись одеждой (напр. шубой)'];oazxuvve;['обноситься'];l;x
oazluvve;['обзавестись одеждой (напр. шубой)'];oassluvve;['поставить, установить (куваксу)'];z;ss
oasselahte;['снабдить кого-л. одеждой (разной)'];oasstlahte;['обеспечить кого настоем (из коры ольхи и берёзы)'];e;t
oasseluvve;['обзавестись одеждой (разной)'];oasstluvve;[];e;t
oaјјk;['значительный (о расстоянии, величине и т. п.)'];oallk;['двор, улица (пространство за пределами жилища)'];јј;ll
oaјјk;['значительный (о расстоянии, величине и т. п.)'];oaŋŋk;['наст'];јј;ŋŋ
oaјјk;['значительный (о расстоянии, величине и т. п.)'];oassk;['вера, убеждение'];јј;ss
oalkxe;['начать что и с неопр., приняться за что и с неопр., приступить к чему, заняться чем'];oalvxe;['понуд. к [b]оаллвэ'];k;v
oalkxe;['начать что и с неопр., приняться за что и с неопр., приступить к чему, заняться чем'];oaŋkxe;[];l;ŋ
oalkxe;['начать что и с неопр., приняться за что и с неопр., приступить к чему, заняться чем'];oaskxe;['понуд. к [b]оасскэ', 'вериться'];l;s
oalkxuvve;['начинаться / начаться'];oalvxuvve;['навыться (о животных)', 'нарыдаться, наплакаться'];k;v
oalkxelle;['начинать что и с неопр., приниматься за что и с неопр., приступать к чему, заниматься чем (постоянно)'];oaskxelle;['заверять, уверять, убеждать кого в чём (постоянно)'];l;s
oalkxelne;['начинать что и с неопр., приниматься за что и с неопр., приступать к чему, заниматься чем (иногда, бывало)'];oaskxelne;['заверять, уверять, убеждать кого в чём (иногда, бывало)'];l;s
oallv;['вой, завывание', 'рыдание'];oallk;['двор, улица (пространство за пределами жилища)'];v;k
oalvse;['повыть (сильно, громко - о животных)', 'порыдать, поплакать (громко, сильно, недолго)'];oalvxe;['понуд. к [b]оаллвэ'];s;x
oallvje;['начать выть (громко - о животных)', 'начать рыдать (плакать) (громко, сильно)'];oollvje;[];oa;oo
oolvne;['выть (о животных)', 'рыдать, плакать (постоянно', 'иногда, бывало)'];oolvče;[];n;č
oollvje;[];ool'l'vje;['взвыть (громко)'];ll;l'l'
oallk;['двор, улица (пространство за пределами жилища)'];oaŋŋk;['наст'];ll;ŋŋ
oallk;['двор, улица (пространство за пределами жилища)'];oassk;['вера, убеждение'];ll;ss
oallk;['двор, улица (пространство за пределами жилища)'];oollk;['перекладина (в вешале, в жилом помещении и т. п.)'];oa;oo
oaŋŋk;['наст'];oassk;['вера, убеждение'];ŋŋ;ss
oaŋkne;['образоваться - о насте'];oaŋkxe;[];n;x
oaŋkxe;[];oaskxe;['понуд. к [b]оасскэ', 'вериться'];ŋ;s
oaŋŋkše;['считать, что наст уже крепкий'];oaŋŋkje;['начать образовываться - о насте'];š;j
oaŋŋkje;['начать образовываться - о насте'];oaffkje;['страд. к [b]оаффкэ'];ŋŋ;ff
oan'n'e;['носить (одежду, обувь)', 'держать кого-что', 'держать, иметь кого-что', 'направляться (куда-л.)'];oarre;['сидеть', 'сидеть над чем, на чём, за чем (делать что-л.)', 'сидеть, находиться, пребывать (в каком-л. состоянии)', 'сидеть (о судне)', 'сидеть (об одежде)', 'под лежачий камень вода не течёт'];n'n';rr
oan'n'e;['носить (одежду, обувь)', 'держать кого-что', 'держать, иметь кого-что', 'направляться (куда-л.)'];oasse;['ставить / поставить, устанавливать / установить (куваксу)'];n'n';ss
oan'n'le;['поносить (одежду, обувь - некоторое время)', 'износить (одежду, обувь - совсем)', 'истратить (деньги - быстро)', 'подержать кого-что (немного)'];oassle;['поставить, установить (куваксу, чум - быстро)'];n'n';ss
oan'se;['то же, что [b]оаннҍлэ'];oan'ne;['укоротить, сделать короче что'];s;n
oan'se;['то же, что [b]оаннҍлэ'];oarse;['посидеть (немного)', 'посидеть над чем, на чём, за чем (поделать что-л. - некоторое время)', 'посидеть, побыть (в каком-л. состоянии - некоторое время)'];n';r
oan'se;['то же, что [b]оаннҍлэ'];oazse;['то же, что [b]оассэ'];n';z
oonnje;['носиться', 'износиться (совсем)', 'держать кого-что', 'тратиться (о деньгах)'];oorrje;['то же, что [b]о̄рхуввэ'];nn;rr
oonče;['то же, что [b]о̄нънэ'];oorče;[];n;r
oannne;['укоротиться, стать короче, непродолжительнее', 'укоротиться, стать короче, ближе'];oan'ne;['укоротить, сделать короче что'];nn;n'
oannne;['укоротиться, стать короче, непродолжительнее', 'укоротиться, стать короче, ближе'];oazne;['ставить, устанавливать (куваксу - постоянно', 'иногда, бывало)'];nn;z
oan'ne;['укоротить, сделать короче что'];oazne;['ставить, устанавливать (куваксу - постоянно', 'иногда, бывало)'];n';z
oan'ex';['сказ.', 'короткий, непродолжительный, короток, непродолжителен', 'короткий, короток'];oar'ex';['урак (олений бычок от года до двух лет)'];n';r'
oar'es';['самец'];oar'ex';['урак (олений бычок от года до двух лет)'];s';x'
oar̥r̥te;['ругать, бранить кого-что'];oasste;['дубить (кожу) в настое (из коры ольхи и берёзы)'];r̥r̥;ss
oar̥r̥te;['ругать, бранить кого-что'];oas's'te;['посуда'];r̥r̥;s's'
oar̥r̥te;['ругать, бранить кого-что'];oašte;['. действительно', 'наконец', 'вот'];r̥r̥;š
oar̥r̥tedne;['ругаться, браниться (постоянно', 'иногда, бывало)'];oar̥r̥tedte;['. 1* ругаться, браниться (в данный момент)'];n;t
oar̥tne;['ругать, бранить кого-что (постоянно', 'иногда, бывало)'];oar̥tse;['поругать, побранить кого-что (немного)'];n;s
oar̥tne;['ругать, бранить кого-что (постоянно', 'иногда, бывало)'];oar̥txe;['страд. к [b]оаҏҏтэ'];n;x
oar̥tne;['ругать, бранить кого-что (постоянно', 'иногда, бывало)'];oar̥tče;['то же, что [b]оаҏтнэ'];n;č
oar̥tse;['поругать, побранить кого-что (немного)'];oar̥txe;['страд. к [b]оаҏҏтэ'];s;x
oar̥tse;['поругать, побранить кого-что (немного)'];oar̥tče;['то же, что [b]оаҏтнэ'];s;č
oar̥tse;['поругать, побранить кого-что (немного)'];oastse;['подубить (кожу) в настое (из коры ольхи и берёзы)'];r̥;s
oar̥txe;['страд. к [b]оаҏҏтэ'];oar̥tče;['то же, что [b]оаҏтнэ'];x;č
oar̥txe;['страд. к [b]оаҏҏтэ'];oastxe;[];r̥;s
oar̥'r̥'t;['кобель м'];oasst;['настой (из коры ольхи и берёзы)'];r̥'r̥';ss
oarre;['сидеть', 'сидеть над чем, на чём, за чем (делать что-л.)', 'сидеть, находиться, пребывать (в каком-л. состоянии)', 'сидеть (о судне)', 'сидеть (об одежде)', 'под лежачий камень вода не течёт'];oasse;['ставить / поставить, устанавливать / установить (куваксу)'];rr;ss
oarant;['сидение (действие)'];oazant;['установка (куваксы)'];r;z
oarse;['посидеть (немного)', 'посидеть над чем, на чём, за чем (поделать что-л. - некоторое время)', 'посидеть, побыть (в каком-л. состоянии - некоторое время)'];oarxe;[];s;x
oarse;['посидеть (немного)', 'посидеть над чем, на чём, за чем (поделать что-л. - некоторое время)', 'посидеть, побыть (в каком-л. состоянии - некоторое время)'];oazse;['то же, что [b]оассэ'];r;z
oarxe;[];oazxe;[];r;z
oorne;['сиживать, сидеть (постоянно', 'иногда, бывало)', 'сиживать', 'сидеть над чем-л., на чём-л., за чем-л. (постоянно', 'иногда, бывало)', 'сидеть, находиться, пребывать (постоянно', 'сидеть (об одежде - постоянно', 'иногда, бывало)'];oorče;[];n;č
oassk;['вера, убеждение'];oasst;['настой (из коры ольхи и берёзы)'];k;t
oassk;['вера, убеждение'];oasse;['ставить / поставить, устанавливать / установить (куваксу)'];k;e
oaskse;['поверить кому-чему, в кого - во что'];oaskxe;['понуд. к [b]оасскэ', 'вериться'];s;x
oaskse;['поверить кому-чему, в кого - во что'];oastse;['подубить (кожу) в настое (из коры ольхи и берёзы)'];k;t
oaskse;['поверить кому-чему, в кого - во что'];oafkse;[];s;f
oaskxe;['понуд. к [b]оасскэ', 'вериться'];oastxe;[];k;t
oasske;['верить в кого - во что, кому-чему, сочувствовать кому-чему'];oasste;['дубить (кожу) в настое (из коры ольхи и берёзы)'];k;t
oasske;['верить в кого - во что, кому-чему, сочувствовать кому-чему'];oassle;['поставить, установить (куваксу, чум - быстро)'];k;l
oasske;['верить в кого - во что, кому-чему, сочувствовать кому-чему'];oaffke;['ругать, бранить кого-что (сильно)'];ss;ff
oasst;['настой (из коры ольхи и берёзы)'];oasse;['ставить / поставить, устанавливать / установить (куваксу)'];t;e
oasstle;[];oasstje;['обеспечиваться настоем (из коры ольхи и берёзы)', 'пропитаться настоем (из коры берёзы и ольхи)'];l;j
oasstle;[];eesstle;['догнать, настичь кого-что (быстро)', 'застать, захватить кого-что', 'успеть (что-л. сделать)'];oa;ee
oasstje;['обеспечиваться настоем (из коры ольхи и берёзы)', 'пропитаться настоем (из коры берёзы и ольхи)'];oas's'tje;['обеспечить кого-что-л. посудой'];ss;s's'
oasstje;['обеспечиваться настоем (из коры ольхи и берёзы)', 'пропитаться настоем (из коры берёзы и ольхи)'];oaš'š'tje;['обещать / пообещать что кому и с неопр.'];ss;š'š'
oasstje;['обеспечиваться настоем (из коры ольхи и берёзы)', 'пропитаться настоем (из коры берёзы и ольхи)'];eesstje;[];oa;ee
oasste;['дубить (кожу) в настое (из коры ольхи и берёзы)'];oas's'te;['посуда'];ss;s's'
oasste;['дубить (кожу) в настое (из коры ольхи и берёзы)'];oassle;['поставить, установить (куваксу, чум - быстро)'];t;l
oasste;['дубить (кожу) в настое (из коры ольхи и берёзы)'];oašte;['. действительно', 'наконец', 'вот'];ss;š
oasste;['дубить (кожу) в настое (из коры ольхи и берёзы)'];eesste;['догнать, настичь кого-что', 'застать, захватить кого-что', 'успеть (что-л. сделать)'];oa;ee
oastse;['подубить (кожу) в настое (из коры ольхи и берёзы)'];oastxe;[];s;x
oastxe;[];estxe;[];oa;e
oas's'te;['посуда'];oašte;['. действительно', 'наконец', 'вот'];s's';š
oas's'tje;['обеспечить кого-что-л. посудой'];oaš'š'tje;['обещать / пообещать что кому и с неопр.'];s's';š'š'
oasse;['ставить / поставить, устанавливать / установить (куваксу)'];usse;['собирать / собрать (ягоды)'];oa;u
oazant;['установка (куваксы)'];ozant;['поиск'];oa;o
oazant;['установка (куваксы)'];uzant;['сбор (ягод)'];oa;u
oazne;['ставить, устанавливать (куваксу - постоянно', 'иногда, бывало)'];oazse;['то же, что [b]оассэ'];n;s
oazne;['ставить, устанавливать (куваксу - постоянно', 'иногда, бывало)'];oazxe;[];n;x
oazne;['ставить, устанавливать (куваксу - постоянно', 'иногда, бывало)'];oazče;[];n;č
oazne;['ставить, устанавливать (куваксу - постоянно', 'иногда, бывало)'];ozne;['искать кого-что, чего, тж. перен., разыскивать кого-что (постоянно', 'иногда, бывало)'];oa;o
oazne;['ставить, устанавливать (куваксу - постоянно', 'иногда, бывало)'];uzne;['собирать ягоды (постоянно', 'иногда, бывало)'];oa;u
oazse;['то же, что [b]оассэ'];oazxe;[];s;x
oazse;['то же, что [b]оассэ'];oazče;[];s;č
oazse;['то же, что [b]оассэ'];uzse;['собирать ягоды (недолго)'];oa;u
oazxe;[];oazče;[];x;č
oazxe;[];oozxe;['понуд. к [b]о̄дзэ'];oa;oo
oazxe;[];uzxe;[];oa;u
oazče;[];ozče;['то же, что [b]ознэ'];oa;o
oassle;['поставить, установить (куваксу, чум - быстро)'];ussle;['собрать ягоды (быстро)'];oa;u
oafkse;[];oafkče;['то же, что [b]оафкнэ'];s;č
oaffkle;['поругать, побранить кого-что (немного)'];oaffkje;['страд. к [b]оаффкэ'];l;j
ob'iidte;['обидеть, оскорбить кого'];ob'iidse;[];t;s
ob'iidtedne;['обижаться на кого-что (постоянно', 'иногда, бывало)'];ob'iidtedse;['обидеться на кого-что (немного)'];n;s
ob'iidtedne;['обижаться на кого-что (постоянно', 'иногда, бывало)'];ob'iidtedte;['обидеться на кого-что'];n;t
